2022-05-18 15:25:35.160  INFO 1816 --- [main] .z.i.r.t.TutorRecommendSystemApplication : Starting TutorRecommendSystemApplication using Java 1.8.0_211 on DESKTOP-45SQB5D with PID 1816 (E:\ProgrameTest\ProjectTest\IDA_Final\IDA_T\tutor_recommend_system\target\classes started by Lenovo in E:\ProgrameTest\ProjectTest\IDA_Final\IDA_T)
2022-05-18 15:25:35.169  INFO 1816 --- [main] .z.i.r.t.TutorRecommendSystemApplication : No active profile set, falling back to default profiles: default
2022-05-18 15:25:37.464  INFO 1816 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode!
2022-05-18 15:25:37.470  INFO 1816 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data Neo4j repositories in DEFAULT mode.
2022-05-18 15:25:37.651  INFO 1816 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 170 ms. Found 0 Neo4j repository interfaces.
2022-05-18 15:25:37.663  INFO 1816 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode!
2022-05-18 15:25:37.663  INFO 1816 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data Neo4j repositories in DEFAULT mode.
2022-05-18 15:25:38.064  INFO 1816 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 400 ms. Found 9 Neo4j repository interfaces.
2022-05-18 15:25:38.121  INFO 1816 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode!
2022-05-18 15:25:38.124  INFO 1816 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2022-05-18 15:25:38.206  INFO 1816 --- [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.zjut.ida.recommend.tutor.dao.Neo4jArticleRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-05-18 15:25:38.207  INFO 1816 --- [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.zjut.ida.recommend.tutor.dao.Neo4jHorizontalProjectRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-05-18 15:25:38.210  INFO 1816 --- [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.zjut.ida.recommend.tutor.dao.Neo4jPatentRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-05-18 15:25:38.211  INFO 1816 --- [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.zjut.ida.recommend.tutor.dao.Neo4jTutorRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-05-18 15:25:38.212  INFO 1816 --- [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.zjut.ida.recommend.tutor.dao.Neo4jVerticalProjectRepository. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-05-18 15:25:38.213  INFO 1816 --- [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.zjut.ida.recommend.tutor.m2ndao.SysClassDao. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-05-18 15:25:38.231  INFO 1816 --- [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.zjut.ida.recommend.tutor.m2ndao.SysCollegeDao. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-05-18 15:25:38.233  INFO 1816 --- [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.zjut.ida.recommend.tutor.m2ndao.SysScholarDao. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-05-18 15:25:38.236  INFO 1816 --- [main] .RepositoryConfigurationExtensionSupport : Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.zjut.ida.recommend.tutor.m2ndao.SysStudentDao. If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository.
2022-05-18 15:25:38.236  INFO 1816 --- [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 72 ms. Found 0 Redis repository interfaces.
2022-05-18 15:25:38.667  WARN 1816 --- [main] o.m.s.mapper.ClassPathMapperScanner      : Skipping MapperFactoryBean with name 'neo4jArticleRepository' and 'com.zjut.ida.recommend.tutor.dao.Neo4jArticleRepository' mapperInterface. Bean already defined with the same name!
2022-05-18 15:25:38.668  WARN 1816 --- [main] o.m.s.mapper.ClassPathMapperScanner      : Skipping MapperFactoryBean with name 'neo4jHorizontalProjectRepository' and 'com.zjut.ida.recommend.tutor.dao.Neo4jHorizontalProjectRepository' mapperInterface. Bean already defined with the same name!
2022-05-18 15:25:38.668  WARN 1816 --- [main] o.m.s.mapper.ClassPathMapperScanner      : Skipping MapperFactoryBean with name 'neo4jPatentRepository' and 'com.zjut.ida.recommend.tutor.dao.Neo4jPatentRepository' mapperInterface. Bean already defined with the same name!
2022-05-18 15:25:38.669  WARN 1816 --- [main] o.m.s.mapper.ClassPathMapperScanner      : Skipping MapperFactoryBean with name 'neo4jTutorRepository' and 'com.zjut.ida.recommend.tutor.dao.Neo4jTutorRepository' mapperInterface. Bean already defined with the same name!
2022-05-18 15:25:38.670  WARN 1816 --- [main] o.m.s.mapper.ClassPathMapperScanner      : Skipping MapperFactoryBean with name 'neo4jVerticalProjectRepository' and 'com.zjut.ida.recommend.tutor.dao.Neo4jVerticalProjectRepository' mapperInterface. Bean already defined with the same name!
2022-05-18 15:25:39.384  INFO 1816 --- [main] trationDelegate$BeanPostProcessorChecker : Bean 'redisConfig' of type [com.zjut.ida.recommend.tutor.config.RedisConfig$$EnhancerBySpringCGLIB$$2988a39b] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2022-05-18 15:25:40.091  INFO 1816 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 8081 (http)
2022-05-18 15:25:40.105  INFO 1816 --- [main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2022-05-18 15:25:40.106  INFO 1816 --- [main] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.46]
2022-05-18 15:25:40.577  INFO 1816 --- [main] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2022-05-18 15:25:40.577  INFO 1816 --- [main] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 5149 ms
2022-05-18 15:25:42.255  INFO 1816 --- [main] c.a.d.s.b.a.DruidDataSourceAutoConfigure : Init DruidDataSource
2022-05-18 15:25:43.372  INFO 1816 --- [main] com.alibaba.druid.pool.DruidDataSource   : {dataSource-1} inited
2022-05-18 15:26:00.520  INFO 1816 --- [main] org.neo4j.driver.Driver                  : Direct driver instance 1582358318 created for server address 10.12.45.49:7687
2022-05-18 15:26:03.223  INFO 1816 --- [main] f.a.AutowiredAnnotationBeanPostProcessor : Autowired annotation is not supported on static fields: private static final java.lang.String com.zjut.ida.recommend.tutor.module.home.service.strategy.reason.impl.RankingReasonStrategy.CYPHER
2022-05-18 15:26:05.735  INFO 1816 --- [main] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 8081 (http) with context path ''
2022-05-18 15:26:05.751  INFO 1816 --- [main] .z.i.r.t.TutorRecommendSystemApplication : Started TutorRecommendSystemApplication in 32.4 seconds (JVM running for 41.143)
2022-05-18 15:43:58.304  INFO 1816 --- [http-nio-8081-exec-2] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-05-18 15:43:58.305  INFO 1816 --- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2022-05-18 15:43:58.312  INFO 1816 --- [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : Completed initialization in 7 ms
2022-05-18 15:43:58.400  INFO 1816 --- [http-nio-8081-exec-3] c.z.i.r.tutor.config.aspect.LogAspect    : 请求开始=====================================================================================
2022-05-18 15:43:58.402  INFO 1816 --- [http-nio-8081-exec-3] c.z.i.r.tutor.config.aspect.LogAspect    : URL : http://localhost:8081/dict/admission/list
2022-05-18 15:43:58.400  INFO 1816 --- [http-nio-8081-exec-4] c.z.i.r.tutor.config.aspect.LogAspect    : 请求开始=====================================================================================
2022-05-18 15:43:58.404  INFO 1816 --- [http-nio-8081-exec-4] c.z.i.r.tutor.config.aspect.LogAspect    : URL : http://localhost:8081/dict/college/list
2022-05-18 15:43:58.404  INFO 1816 --- [http-nio-8081-exec-4] c.z.i.r.tutor.config.aspect.LogAspect    : HTTP_METHOD : GET
2022-05-18 15:43:58.404  INFO 1816 --- [http-nio-8081-exec-4] c.z.i.r.tutor.config.aspect.LogAspect    : IP : 0:0:0:0:0:0:0:1
2022-05-18 15:43:58.405  INFO 1816 --- [http-nio-8081-exec-4] c.z.i.r.tutor.config.aspect.LogAspect    : X-Forwarded-For : null
2022-05-18 15:43:58.403  INFO 1816 --- [http-nio-8081-exec-3] c.z.i.r.tutor.config.aspect.LogAspect    : HTTP_METHOD : GET
2022-05-18 15:43:58.406  INFO 1816 --- [http-nio-8081-exec-3] c.z.i.r.tutor.config.aspect.LogAspect    : IP : 0:0:0:0:0:0:0:1
2022-05-18 15:43:58.406  INFO 1816 --- [http-nio-8081-exec-3] c.z.i.r.tutor.config.aspect.LogAspect    : X-Forwarded-For : null
2022-05-18 15:43:58.409  INFO 1816 --- [http-nio-8081-exec-3] c.z.i.r.tutor.config.aspect.LogAspect    : CLASS_METHOD : com.zjut.ida.recommend.tutor.module.common.controller.CommonDictController.admissionYearList
